date,name,symbol,sector,open,high,low,close,volume
2014-04-10,Oracle Corporation,ORCL,Technology,38.0835,38.2325,36.7702,37.059,26397893
2014-04-11,Oracle Corporation,ORCL,Technology,36.7982,37.1428,36.2906,36.3046,18656251
2014-04-14,Oracle Corporation,ORCL,Technology,36.3977,37.0217,36.3977,36.8541,16022027
2014-04-15,Oracle Corporation,ORCL,Technology,36.9751,37.2359,36.5424,37.0031,14553478
2014-04-16,Oracle Corporation,ORCL,Technology,37.1987,37.3943,36.7982,37.3756,13615175
2014-04-17,Oracle Corporation,ORCL,Technology,37.2173,37.4222,36.6864,37.3291,14644119
2014-04-21,Oracle Corporation,ORCL,Technology,37.4781,37.6643,37.3104,37.4781,8594742
2014-04-22,Oracle Corporation,ORCL,Technology,37.506,37.832,37.3849,37.683,10396090
2014-04-23,Oracle Corporation,ORCL,Technology,37.5153,37.5712,37.0217,37.059,10049267
2014-04-24,Oracle Corporation,ORCL,Technology,37.031,37.1242,36.3418,37.0217,13966368
2014-04-25,Oracle Corporation,ORCL,Technology,37.0776,37.0776,36.5327,36.7423,11647816
2014-04-28,Oracle Corporation,ORCL,Technology,37.0217,37.5153,36.9286,37.3756,20141168
2014-04-29,Oracle Corporation,ORCL,Technology,37.4874,37.8227,37.3197,37.357,14996285
2014-04-30,Oracle Corporation,ORCL,Technology,37.3384,38.1207,37.2732,38.0741,16480870
2014-05-01,Oracle Corporation,ORCL,Technology,37.9251,38.3629,37.8506,38.158,13946266
2014-05-02,Oracle Corporation,ORCL,Technology,38.3349,38.3815,38.0089,38.009,10710578
2014-05-05,Oracle Corporation,ORCL,Technology,38.307,38.4281,37.9709,38.3815,13722701
2014-05-06,Oracle Corporation,ORCL,Technology,38.1859,38.456,38.158,38.1952,12647648
2014-05-07,Oracle Corporation,ORCL,Technology,38.3256,38.4467,37.7109,38.2418,12570390
2014-05-08,Oracle Corporation,ORCL,Technology,38.2697,38.4281,37.7668,38.0648,10212874
2014-05-09,Oracle Corporation,ORCL,Technology,37.9996,38.4281,37.7575,38.2232,10262412
2014-05-12,Oracle Corporation,ORCL,Technology,38.3908,39.2477,38.3629,39.0707,18751387
2014-05-13,Oracle Corporation,ORCL,Technology,39.1359,39.2011,38.782,39.0148,10319189
2014-05-14,Oracle Corporation,ORCL,Technology,39.0986,39.1359,38.8472,39.0055,14015154
2014-05-15,Oracle Corporation,ORCL,Technology,38.9683,39.2756,38.782,39.0521,19267105
2014-05-16,Oracle Corporation,ORCL,Technology,39.0148,39.0893,38.4839,38.8286,15497383
2014-05-19,Oracle Corporation,ORCL,Technology,38.633,39.3035,38.5678,39.2663,11929730
2014-05-20,Oracle Corporation,ORCL,Technology,39.1825,39.2104,38.605,38.7075,10580239
2014-05-21,Oracle Corporation,ORCL,Technology,38.8099,38.9217,38.633,38.8192,11152077
2014-05-22,Oracle Corporation,ORCL,Technology,38.7447,39.0614,38.6562,38.6702,12276366
2014-05-23,Oracle Corporation,ORCL,Technology,38.7913,39.3315,38.6423,39.257,12045353
2014-05-27,Oracle Corporation,ORCL,Technology,39.3594,39.4433,38.8658,39.0335,12680220
2014-05-28,Oracle Corporation,ORCL,Technology,39.108,39.2942,38.7075,38.7168,11308761
2014-05-29,Oracle Corporation,ORCL,Technology,38.9217,39.3129,38.754,39.3035,9630468
2014-05-30,Oracle Corporation,ORCL,Technology,39.1918,39.3035,38.9776,39.1359,13495246
2014-06-02,Oracle Corporation,ORCL,Technology,39.08,39.1359,38.754,39.0893,11284911
2014-06-03,Oracle Corporation,ORCL,Technology,38.9683,39.0428,38.7261,38.9403,10969468
2014-06-04,Oracle Corporation,ORCL,Technology,38.9217,38.9217,38.4933,38.8379,8940290
2014-06-05,Oracle Corporation,ORCL,Technology,38.9776,39.4246,38.8751,39.2104,10648457
2014-06-06,Oracle Corporation,ORCL,Technology,39.3874,39.704,39.3501,39.704,11447836
2014-06-09,Oracle Corporation,ORCL,Technology,39.7227,39.8717,39.4991,39.7692,10307711
2014-06-10,Oracle Corporation,ORCL,Technology,39.6482,39.9369,39.5736,39.732,13457215
2014-06-11,Oracle Corporation,ORCL,Technology,39.5364,39.9369,39.4526,39.6388,9622823
2014-06-12,Oracle Corporation,ORCL,Technology,39.6109,39.6947,38.9683,39.1173,11060987
2014-06-13,Oracle Corporation,ORCL,Technology,39.1638,39.2849,38.8472,39.2477,10325253
2014-06-16,Oracle Corporation,ORCL,Technology,39.1173,39.3315,38.9031,39.257,8150287
2014-06-17,Oracle Corporation,ORCL,Technology,39.2942,39.7692,39.0986,39.4153,12794058
2014-06-18,Oracle Corporation,ORCL,Technology,39.4712,39.9182,39.3967,39.8717,10306985
2014-06-19,Oracle Corporation,ORCL,Technology,39.9834,40.2256,39.5178,39.5923,27255839
2014-06-20,Oracle Corporation,ORCL,Technology,37.4967,38.13,37.1894,38.0183,65103666
2014-06-23,Oracle Corporation,ORCL,Technology,38.1207,38.4933,37.9531,38.279,16957045
2014-06-24,Oracle Corporation,ORCL,Technology,38.1766,38.5491,37.8692,37.9624,16460153
2014-06-25,Oracle Corporation,ORCL,Technology,37.9344,38.0369,37.6178,37.683,13889764
2014-06-26,Oracle Corporation,ORCL,Technology,37.7668,37.7668,37.2359,37.3943,16643088
2014-06-27,Oracle Corporation,ORCL,Technology,37.2825,37.8692,37.2825,37.7482,15320535
2014-06-30,Oracle Corporation,ORCL,Technology,37.8134,38.0183,37.7109,37.7482,14098185
2014-07-01,Oracle Corporation,ORCL,Technology,37.6364,38.1021,37.6364,37.9717,13147693
2014-07-02,Oracle Corporation,ORCL,Technology,38.1207,38.3722,37.9717,38.1393,13401626
2014-07-03,Oracle Corporation,ORCL,Technology,38.1673,38.5212,38.158,38.3908,7863604
2014-07-07,Oracle Corporation,ORCL,Technology,38.3067,38.4001,38.0639,38.1946,11959401
2014-07-08,Oracle Corporation,ORCL,Technology,38.0078,38.1573,37.7183,37.8864,12351491
2014-07-09,Oracle Corporation,ORCL,Technology,37.9331,38.0359,37.354,37.6062,14711856
2014-07-10,Oracle Corporation,ORCL,Technology,37.2606,37.849,37.2606,37.6622,9566987
2014-07-11,Oracle Corporation,ORCL,Technology,37.821,37.821,37.3446,37.4847,11942561
2014-07-14,Oracle Corporation,ORCL,Technology,37.765,37.9985,37.6062,37.821,13587994
2014-07-15,Oracle Corporation,ORCL,Technology,37.7183,38.1199,37.6996,37.8677,11814942
2014-07-16,Oracle Corporation,ORCL,Technology,38.1199,38.1853,37.4847,37.6062,14722854
2014-07-17,Oracle Corporation,ORCL,Technology,37.5595,38.0265,37.2325,37.2792,24450522
2014-07-18,Oracle Corporation,ORCL,Technology,37.3446,37.5128,37.2606,37.3633,19123538
2014-07-21,Oracle Corporation,ORCL,Technology,37.3913,37.5875,37.2886,37.3727,15864724
2014-07-22,Oracle Corporation,ORCL,Technology,37.4941,38.0172,37.3259,37.765,13728072
2014-07-23,Oracle Corporation,ORCL,Technology,37.765,37.9705,37.5875,37.6529,9191819
2014-07-24,Oracle Corporation,ORCL,Technology,37.6902,37.9891,37.6902,37.8023,10797706
2014-07-25,Oracle Corporation,ORCL,Technology,37.6155,37.9611,37.6155,37.6716,7485332
2014-07-28,Oracle Corporation,ORCL,Technology,37.6529,38.1293,37.5782,37.8771,9658239
2014-07-29,Oracle Corporation,ORCL,Technology,38.0265,38.2227,37.8304,37.9518,9450686
2014-07-30,Oracle Corporation,ORCL,Technology,38.0265,38.3254,37.9051,38.26,11406501
2014-07-31,Oracle Corporation,ORCL,Technology,37.9705,38.2414,37.6902,37.7276,13690385
2014-08-01,Oracle Corporation,ORCL,Technology,37.0177,37.5688,36.9243,37.4567,12356221
2014-08-04,Oracle Corporation,ORCL,Technology,37.0177,37.5688,36.9243,37.4567,12357146
2014-08-05,Oracle Corporation,ORCL,Technology,37.3727,37.7183,37.1858,37.3259,8806663
2014-08-06,Oracle Corporation,ORCL,Technology,37.2232,37.6902,37.1578,37.5128,8184755
2014-08-07,Oracle Corporation,ORCL,Technology,37.6435,37.765,36.9757,37.0551,9180938
2014-08-08,Oracle Corporation,ORCL,Technology,37.1111,37.3353,36.9523,37.3073,8862039
2014-08-11,Oracle Corporation,ORCL,Technology,37.354,37.4941,37.1812,37.2886,10293066
2014-08-12,Oracle Corporation,ORCL,Technology,37.1204,37.4007,37.1111,37.2699,6704472
2014-08-13,Oracle Corporation,ORCL,Technology,37.4754,37.6389,37.382,37.5875,10629689
2014-08-14,Oracle Corporation,ORCL,Technology,37.6342,37.7369,37.3446,37.5688,9707120
2014-08-15,Oracle Corporation,ORCL,Technology,37.5875,37.9144,37.3446,37.6249,13418995
